U,V
12.635379147661887,-12.517859524877231
12.734842433214936,-11.78102997833713
13.306503807959677,-12.085897201730333
12.396185580813437,-11.95213036156953
13.922567168360192,-11.536138980612392
14.135850814824076,-11.652565413961106
14.154343250420814,-12.883434123440288
12.468919526808758,-11.639364520284733
14.267177154853679,-12.809489216602906
14.015778836609242,-12.646961798231
14.119782330126176,-11.787137577363175
11.98940439025546,-12.235134387519786
12.01447887608847,-12.746749625218143
14.305935638563477,-12.920914884786654
14.182967901862055,-12.729657633645807
14.274638480221206,-12.271537178770302
13.459210067656196,-11.386428282350366
13.371326214554813,-11.995019326746764
12.770408896388625,-11.893619153002966
14.210599450748086,-11.741578560904578
14.23456621154872,-12.637980495213021
13.723231994017297,-11.329511062719881
14.048182333851242,-12.545485398621011
14.44749549113683,-12.853522098627309
12.063162913849942,-12.083509665641404
12.914518764345617,-11.790573388293595
12.52299414098004,-12.030538685760845
14.34231273776745,-12.676045913077921
14.338576166159136,-12.49613055542417
12.514496841261785,-11.929416676769833
12.625594864243242,-12.637713770939655
14.234862160120883,-12.997148290714101
12.84624618777171,-11.65283035415565
12.063568389769003,-12.469260682557028
14.155510307351836,-11.540603427006609
12.088937682478843,-12.198177350839003
14.33221191129726,-11.647061498492917
12.482562616708977,-11.474309764225122
14.16604821021585,-12.15334530479544
12.947712191766954,-11.643804514296434
12.103792641301359,-11.970070777205436
14.137269650503715,-12.454964787122826
14.129708278830211,-11.90098327305255
13.396509523965882,-11.54170413857603
13.08921344843487,-11.705694200145874
14.446871084519236,-12.59062752505347
14.246579320889962,-12.376875305234257
13.600654828309773,-11.37712488081079
13.668457253453164,-11.140276787095083
13.2487367293092,-11.725460894892517
12.295968457760749,-11.862651447679855
11.932625704475917,-12.112611139561423
11.849353259095428,-12.836967757767745
14.064730450773649,-12.373443047131644
13.132231735380293,-11.598843440230652
13.057648590863188,-11.503224563438042
11.834240908826544,-12.937222034535747
14.0261854731788,-11.613597057657604
12.447322968688182,-11.835869879032295
12.229961643442056,-11.954053572073335
14.530055303836786,-12.76601423826726
14.162432882772874,-12.552469457915237
12.266049978462327,-12.996966739393269
11.820161513633234,-12.557454696250126
12.763879211705344,-11.547435915384774
14.38912862081634,-12.980582565752528
14.146262226818857,-12.030554302695158
14.483950740203369,-11.524321984084267
13.577964664383607,-11.278749408610395
13.934510624408523,-11.373545107925775
14.556437931319268,-11.411494162342471
11.821553996962368,-12.229102862129935
13.524091405881567,-11.140891358211327
14.688725386573337,-12.875459187825282
14.417194212162478,-12.1327997466203
12.19832326031958,-11.819337004072416
14.288869455011346,-12.07819141581286
11.649256281132802,-12.192083439218564
14.485772759676872,-12.462034469259343
11.752091970626596,-12.114435572963686
14.466858373833931,-11.359541374863866
14.591707554875173,-12.549957270409799
11.960080579427487,-12.400355721975416
12.08288783240577,-11.851150064055162
13.470310343731196,-11.228962337047196
14.536006529353866,-12.955522649288621
14.296869664672423,-11.854446891026331
14.229461263665282,-11.95306746654703
11.804484318344812,-11.988155427537073
14.644270722406276,-12.440002306630731
14.364980475073152,-12.785016158593042
13.940076616532163,-12.516595458926822
14.007188854825023,-11.475311233986645
11.945712509523199,-11.9938060807455
13.873831943424982,-11.288041824998466
12.869168549887409,-11.500196376333378
14.59305755347144,-12.66301840540337
11.833751289840894,-12.444160727694207
13.219284715004308,-11.494285788412597
14.396542498076778,-11.862579785029816
14.415880761126614,-12.245603203339492
12.686551973718155,-11.684580667535947
13.235669338919022,-11.354606202652946
14.357555903035681,-11.216504402117941
14.240689909081473,-11.25342558016576
14.73769277185681,-12.580328521389806
14.569594490809166,-11.284606961300987
14.149293963779085,-11.34669402266222
13.780061949666985,-11.208192240793068
14.322416628363243,-11.403354184276832
11.658135216908551,-12.315915679839012
13.614959757300557,-10.98813387361713
13.50709173951596,-10.931460666867714
12.406054806356488,-11.553201724439447
11.720798676894292,-12.460134502687009
12.391883925084773,-11.72394642610858
11.664817193230355,-12.028693096293836
11.737284298709488,-12.833599290228221
12.284507507058128,-11.677194450501545
14.465878393758496,-12.03903918562543
11.759807769833598,-12.67768718307482
13.943693434652934,-11.211655664127221
13.3914164707896,-11.157703610751216
12.784792519762242,-11.419413615043297
14.34332398007255,-11.989696011017521
14.566379028814708,-12.150466204574613
14.58985696510766,-12.854990133329508
13.792725125690037,-11.03054651846163
14.602687726519424,-12.341816552091903
14.433544166289462,-11.687066958640159
14.07443237095124,-11.23531731207111
13.104153084761622,-11.34633343466647
14.421541293626209,-12.36112694979937
11.565332341552878,-12.359133293251421
11.69868391073076,-12.56417776019078
13.689100108554229,-10.901915770870126
11.896710641828511,-12.309554092620914
14.091287721836178,-11.136683789038404
14.520608744068742,-12.280371393828112
14.729086281372892,-11.352688353919959
11.603952225364981,-12.493057155302928
11.761093974730361,-12.339137842144048
14.608056514052658,-11.560620751353298
12.338211649485586,-11.441887850218762
11.388449091287264,-12.303924570508698
14.730653975920259,-12.332482245823705
14.239345546496915,-11.460498329728061
11.555339805699713,-12.109127636905729
12.067832422018586,-11.748867407417073
13.34308413064774,-11.031579889106943
14.366501324449484,-11.50155295679172
14.185729237972684,-11.045250472720507
14.523958175223987,-11.643943241081821
12.202822372740084,-11.373563495073274
11.540899048751703,-12.247399251021449
11.530955042992938,-12.609742737524613
12.642773999816805,-11.429394877039272
14.315144009177674,-12.179093711187683
14.644177905062518,-12.23201873005619
14.24865981747336,-11.586742413121073
13.288128889279601,-11.200638804178382
12.624451131916501,-11.597066084419687
13.365737510006914,-11.281976110498633
14.708301508427056,-12.716205602598677
11.961567865615406,-11.843196775722681
14.51846880718824,-11.868379751864747
14.756101762061409,-12.474447054521505
13.86716630956523,-11.128233351727637
12.02873823883782,-12.645254336975189
14.790704456551993,-12.890326585541565
13.142915829481208,-11.218404533329178
12.933399527193718,-11.332064883968968
14.038546997939411,-11.333583188890486
13.5142339895656,-11.039182632581216
13.866846881078002,-10.942380293215457
13.2236007879463,-11.103647922823463
14.502336676374723,-11.767702888987117
13.955435376598567,-11.039124313181517
14.74865417278759,-12.12273431400974
11.848285268797706,-11.830566967004852
14.818445797796576,-12.790676259560598
14.620124757461168,-11.99345147009818
11.614556058787498,-12.790453992032049
11.431240996242552,-12.529572287826234
14.868996694745851,-12.280931747739775
13.002270105735798,-11.411033560648534
14.630277368923263,-11.771965303638986
14.857031450509966,-12.683014852056708
11.864317899893225,-11.715166051888524
13.82426830547821,-10.824906981887146
13.963292654033914,-10.818077561400585
14.462666990927106,-11.23803661561043
14.244979243588068,-11.13543747135132
14.703908266178233,-11.620827754138272
12.563929791056617,-11.337043246496442
14.448552279707293,-11.106432152427466
14.91796111342986,-12.827645058249928
14.385314596797064,-10.932681506656508
14.237308663706589,-10.922414269111414
11.666620787388466,-12.915674617549435
14.224827123182417,-10.7588486329633
14.578922777681905,-11.18465708524553
14.854932750647768,-11.542066509330382
14.375275776963004,-11.033396869126825
11.57548503525299,-11.851951006758021
14.777475074637362,-11.856470544500901
14.861803582872682,-12.14891543695586
14.729633537712722,-11.755238576749417
12.839707155696736,-11.242254969152015
14.580124791320207,-11.073013127421554
12.71380313275574,-11.303160767567121
12.036335637854151,-11.566026804888267
14.676259376712276,-11.146522613857243
12.226076343259422,-11.51022572848974
14.738397381982535,-11.247877169662459
12.462174872280961,-11.287182513007131
13.085204453741827,-11.121048194835954
15.028821050815072,-12.30461123955962
12.153229566678615,-11.66195746809914
13.039849585087376,-11.251519705510603
14.094871841764819,-10.986009840436715
14.85147951830296,-11.193468008265292
11.724565342645318,-11.860977943789404
11.64854403979883,-11.702365387576002
14.97650375475685,-11.046845388306611
11.423382437334283,-12.122028960742202
14.882831236861104,-11.718430527150375
14.492880662188261,-10.941627184198918
12.507628717167016,-11.157575917176125
14.750635439969153,-12.991134139594138
11.456738352010271,-11.844636265804567
11.969784654069356,-11.687809445768803
14.104797394420254,-11.440876716513692
11.782573226395744,-11.554100865681143
12.662336311016006,-11.176673373176584
11.626651594850514,-12.657486013896925
12.931435067792997,-11.118059274644637
11.7474054897477,-11.664217499239037
11.560347605076046,-12.959554362518617
14.645878944272956,-10.914832737521728
14.712600804528849,-11.010781758493671
14.739832169150562,-11.96167131244841
11.414480456978316,-12.690917880260503
14.838667115841746,-12.400833528553822
14.525681445572957,-10.789553338668451
11.457580806208762,-12.80737146704481
11.239862859961013,-12.056922212355765
12.614837007892673,-11.016377926737206
11.476011745135356,-12.012896286615437
14.918597808495235,-12.934682511622249
11.26099615778945,-12.826284598669986
14.836702993139955,-11.000506429535392
14.740571817234828,-10.82080087529404
13.08568103107371,-10.989780634231582
14.949524286139928,-10.84869935830579
14.991070288450306,-10.748986999330583
13.500903085490563,-10.748586628495826
15.054039407287943,-12.970015845438908
14.64365591790226,-12.987187327068213
15.087260842167192,-12.871123703634485
14.670782189335023,-11.478648727357601
12.768825426500985,-11.149208834646814
14.8429463734492,-12.537066289124098
12.115301382260672,-11.49611780253004
11.517496957930431,-12.721829366260621
14.7722567852588,-10.651445238574468
11.361586739921316,-12.205935784184618
14.840491775753796,-12.048343687499376
11.413926744631903,-11.728679905735419
13.701704271048218,-10.760372265154054
13.582181873945235,-10.808908091621465
11.304985040269836,-12.594987650418986
14.839497752307032,-11.375580517099053
11.428319793864086,-12.981982627330652
14.92081869032442,-11.823115864487768
14.886929788856209,-11.92673078430279
14.387347633196294,-10.76489753175941
13.497051923609556,-10.598551875969694
14.99142525079154,-12.018945099286533
12.355012542698615,-11.242010389966623
13.644500931231597,-10.628851196485567
11.892987982357422,-11.524770763382719
12.847111771045398,-11.021866743239883
15.232795782524756,-12.917061311228863
11.335242303163259,-11.950848655587322
15.014139920535227,-11.64041186531339
15.083210758295055,-10.88909988219028
15.017607473325063,-12.769331965037274
14.012168359534188,-10.919408714687563
12.740278712018055,-10.97970492618401
14.88961629370341,-11.288926212739831
11.510651648824961,-12.448277751904968
12.324068154333162,-11.338792053901948
11.672101314780798,-11.435289821129082
15.315166628649349,-12.996656221944846
15.023076161763875,-12.170658171438198
11.340163334909004,-12.464781236338567
12.975389846184168,-11.00162214220122
11.299585635314342,-12.938520147484148
14.995255168594992,-10.941887717032738
12.446124400941086,-11.059129132704406
14.449994008945618,-10.608306838183669
15.062161303011992,-12.59064244264362
14.261331697223142,-10.65687440356999
13.994682302198735,-10.685271197121413
11.765227673456566,-11.765204621454345
14.836656996720308,-10.78450542475563
14.626459564928256,-11.883572549519918
14.791560884089748,-10.908434050895178
13.310707868782483,-10.889627562180305
15.062758616332939,-11.931065020703791
14.961463248481532,-11.394923999369134
13.50224107492551,-10.437594958627571
14.925553234374098,-12.457913885977248
14.794324279559603,-11.092186655031593
15.053741058027462,-11.79741888547235
14.518809844085778,-10.687421907252968
11.960431372207575,-11.437009688118163
15.072600765032066,-10.592519090585803
14.108515359453081,-10.663406444346307
11.491364834268014,-11.63226417369323
15.08645319337918,-10.786510618745297
11.148544829675012,-12.95089953601424
11.314572939564354,-11.832544473840485
14.130238765377165,-10.836387773078023
15.131110334497077,-11.690381522495201
15.01695382812379,-11.140330323491902
14.941049016855418,-12.605680261563947
12.467829826554288,-10.893750785257417
11.833900001702512,-11.442037807662274
15.124986646030065,-11.06879364521437
15.23438268030175,-10.569712815209915
13.357077504503547,-10.644792563950627
13.677193806104752,-10.50926884614682
14.972756474286589,-11.50428268915709
15.121152708322036,-11.46143670690697
15.276772271989579,-10.72356678532239
11.146714676668816,-12.504315361767958
15.182357986514464,-10.951980751205099
14.880861721674309,-10.623610966707943
11.596251525187569,-11.539230171901565
15.114475688449977,-12.223035921467922
14.31030783359414,-10.56669403695162
11.727355028321583,-12.999649906240254
14.782733792925036,-11.462066674895464
13.386638181773106,-10.78347925864582
15.303257198162148,-12.768244772089766
14.797767188802897,-11.65736712240162
13.90090139546834,-10.590028705263983
11.92774073426183,-11.327947753413063
14.627398419092104,-10.73556970003235
15.025192080893214,-12.429991382905857
11.540979153185642,-11.745722202148265
15.094272375159061,-12.090136038305907
15.173574276362332,-12.559173418303494
15.284493128809126,-11.494370726230429
12.588209142294199,-10.900690257798018
11.803302339357495,-11.278401103521112
12.075898661922709,-11.303575337401057
14.769292586275668,-12.225908487505787
13.220661576902055,-10.745536928480526
12.309274945409767,-11.580275907503157
15.191460127965074,-12.351064468102543
15.10749138682231,-10.688076898698768
13.79605615403163,-10.675515713276006
12.336930667849547,-11.136520231010792
15.365556398845992,-10.586296029534495
13.396423607987181,-10.445588881754745
12.852540734111784,-10.905655064424007
15.26048068425955,-11.676836549754682
13.888491476093028,-10.722266179510875
14.819159489376009,-10.536871304696426
11.871404565269684,-11.102517428675075
15.262016104305957,-10.404531787873943
15.211204250114118,-10.809582758368197
11.263223142867592,-12.167118349059873
13.365190991222036,-10.302526522977985
15.087372840829598,-10.491080277401718
11.20331189969165,-12.600827593556598
15.110413363491714,-12.73042926605816
15.310743336715772,-11.013450308635356
12.268918386310544,-10.986869807528699
11.988642692094034,-11.242545341348468
11.025122856041424,-12.976796859867385
12.190870957784051,-11.1789598889981
15.09534028693012,-11.356185926729864
15.355344752199143,-12.877060596162423
11.074712417359873,-12.840471829087747
10.901438550501437,-12.850920233861423
14.19346778659559,-10.481237321258185
11.456220430059664,-11.52550844861575
14.675691274444237,-10.605601534647725
14.355789413004308,-10.417810573984994
15.128407271310909,-12.45635534607522
11.214800666370435,-11.799201747930503
13.788489796783024,-10.537943652888345
13.186930855999266,-10.938788886376141
15.211350364336361,-12.653301408586366
14.527895857012371,-10.524297479165035
12.675399292151988,-10.79193963303399
15.3938752230493,-10.76866489125063
11.166085432606382,-11.961851782658371
12.708552659634284,-10.634811545720556
12.2314231474303,-11.276850327066313
15.178800446481628,-11.94035624885262
13.832134428943414,-10.41328604102695
14.615253414279321,-10.437811431054172
13.095722750385278,-10.871723069088809
15.336141727050803,-12.309010254097736
15.295481553489475,-10.86691601382676
11.12780593540429,-12.7523364135034
11.108827141431151,-12.646020644605127
12.957019987036471,-10.81930084476432
15.298604611168372,-12.50273963870358
13.97629628254706,-10.484351282516094
12.059825078961417,-11.412768186550466
11.163363870028014,-12.236998126167371
15.158615974324002,-11.163866376323192
15.24861918634106,-12.044819469301906
13.407297621490274,-10.549365226844458
11.20265033676487,-12.336260325122012
12.145023082166695,-11.085001030444072
12.03363199214003,-11.13963147129472
14.331293152951428,-11.757857993254106
15.224542429798506,-11.374715114973526
15.149579418847287,-10.39798721045327
12.18019028962667,-10.914228050001576
12.596917758664443,-10.702429563550915
12.034108870495995,-11.034365240089503
15.003753369182247,-11.285253539059
13.109576085628033,-10.668833845500004
14.100429230737669,-10.521270429923177
13.46725471657045,-10.28386400143929
14.463733611991008,-10.415505451449008
13.265559273672721,-10.564725129546428
15.185345077279273,-11.55812995197451
13.694429719386303,-10.384584076649155
11.098799515016124,-12.384737417873026
15.162576030543482,-11.264469288201386
13.405443281305155,-10.929710499267905
12.024499905514526,-10.844945003342175
11.048772549828664,-11.774598092496326
13.5821560754367,-10.54542717746773
14.091556646095144,-10.384472781678024
11.095485871469549,-12.061866261319004
15.06317717715358,-11.548639236775859
11.518578111893119,-11.362034166488272
14.15089463981269,-10.268998298987128
11.00796033302487,-12.620467988263073
14.74845526741309,-10.459224030249665
12.940435696425686,-10.678739084700236
15.371282375793072,-12.575396570174675
15.288940624084878,-11.865471145791993
15.445047687248609,-11.564155311617885
12.813545019511475,-10.665811173563888
11.3310311376495,-11.593456909895341
11.902983858553016,-10.948842087182708
11.359286076110077,-12.787123298385833
11.047311562385993,-12.48953101692706
13.25150856430612,-10.459005854253398
11.2557272086864,-11.697834720303334
15.25306100680286,-12.192069306499214
15.283902860206394,-11.277554195772225
10.90356366883189,-12.34797694681166
11.80606615140363,-10.916369090794738
13.205235472336435,-10.307540448853839
11.68040098680251,-11.200449074551997
14.009402087416582,-10.585612717071221
11.762293001153608,-11.117911696643603
12.564446760647996,-10.798393178775452
10.974105239156808,-11.990271075887645
14.388951029669629,-10.228675945217162
14.262726767080236,-10.317721310732647
14.422166094877515,-10.07385134485904
15.46775081470068,-12.38656096618012
15.386593723534808,-11.966278014207766
11.719092176973575,-11.33715781562475
13.15240386607539,-10.518491648804758
10.911749965404535,-12.728382339209674
14.898398201466478,-10.459374687560803
14.315497893110653,-10.835824893133456
11.617945874519078,-11.321659169753065
12.153618482120976,-10.743453621118892
14.592834143373128,-10.287960254604869
15.422189848187372,-12.088263397389717
15.405136002130336,-12.706016788041602
14.188553402680139,-10.144424222948828
11.556904248137169,-11.221203082814782
10.884066062675478,-12.494273052049422
14.273848310912669,-10.089781761937559
15.192894982836927,-11.774177709195442
13.562298603077801,-10.192352312589236
13.569539516308906,-10.344184574362533
11.924045350970179,-10.823932512092128
11.072414095064493,-12.193472340938754
12.805488974067194,-10.813851035774011
11.167048267178222,-12.134900482023575
15.009621538443572,-10.408488212505205
15.4942784637621,-10.72144325427844
13.694847954150058,-10.278813178913026
11.874310589783594,-10.69041196272397
15.48532572158874,-11.758877786239623
12.464951287294548,-10.721458434897599
15.374183318508859,-11.14426465966324
11.947884829290272,-10.57055255203095
14.395865552748825,-10.513859492596861
15.63742297486627,-11.538047593899947
11.802668205413623,-10.779248562981408
11.137517901584472,-11.728496261934708
11.014167880075611,-12.33062514248256
11.161013151817066,-11.60761286138207
11.282736761824774,-11.49266202721656
14.18195102592265,-10.581311497067539
14.981161743029572,-10.63474395050671
10.896422440192367,-12.614591867961973
15.473750163321439,-12.808203104668333
11.716128389051512,-10.8615873123554
10.973062292893076,-12.144297320307867
15.603840166565917,-11.773373740808363
11.238303374304746,-12.725506278364769
11.669460285843448,-10.950169829991054
12.320113741344272,-10.7627686436653
11.456325635762402,-11.267865515012247
12.96750898362506,-10.548598304021674
11.776305024910428,-11.013075879449776
13.917830359774717,-10.337026378233936
14.808661972134406,-10.371653443918738
15.229034780504799,-11.074572088763233
11.391490055097627,-11.412398138135249
15.62440781844356,-12.814734356666118
15.441561325491282,-12.501026962831396
15.33277356904767,-11.75113302612063
10.926966037824462,-11.8173481326148
10.80001339440833,-12.558447476991638
15.453979518432098,-12.286167509701976
10.964740890807631,-11.679292834319526
12.018073451402135,-10.697522053509157
11.562147383301749,-10.829588053643256
15.601099742045017,-11.406624721418375
11.65386988858669,-11.062469084557534
15.44191182571569,-12.9891776488824
11.288196674402256,-11.33936196946317
11.772982682429332,-10.679082700875412
11.780170077351826,-10.568609741432141
15.388242891054709,-11.660654484410848
13.811102640654381,-10.27033977724583
15.468605778278162,-11.901963823772462
15.484290094570095,-11.026676607142228
10.890445351929323,-12.207963802012582
14.367019303367293,-9.93565370318738
12.362081840337867,-10.904302281221096
10.691758110390692,-12.664040708481703
15.433313889884774,-10.502549210704117
15.563558211702377,-12.989692351116375
12.726574574994174,-10.523710030656403
15.676677991787678,-12.942607297949316
15.500966949341285,-12.906881009676614
12.511045103227792,-10.529716272646787
13.733000948230961,-10.179889681804042
13.998559407966725,-10.250087607309965
15.564675545703293,-12.333971072397652
12.411365871082607,-10.612319974143396
13.546211822164077,-10.072417958327115
15.769488277002482,-11.448625275059314
14.53032997375494,-10.15662795385968
10.759382190367061,-12.448551369956153
15.388058469733608,-10.910897285492457
13.390735489306156,-10.141073185365848
10.866324291644778,-11.584394441397546
11.178846518224383,-11.470457598305408
11.339519429835795,-11.156390326957236
14.71580112752087,-10.278159387133364
15.537779136586527,-11.632883401405472
14.007897930246182,-10.063135841299832
15.519737120481103,-12.612726166932262
12.824589300134269,-10.502906230155531
15.537103687502867,-10.832158604477051
12.447317370644468,-10.403279274304424
15.53663024223568,-11.26325550168918
13.871411263417235,-10.159240138207476
15.391510712079475,-11.314765629109303
11.024533640298577,-11.534919561436155
10.836917347841776,-11.714584271220279
10.849101388278509,-12.063599408755348
14.884032779678742,-10.267572294778233
13.036985094137052,-10.743918936494374
14.789278735574879,-10.141833855580018
15.611419892047165,-12.674982797186829
13.909844542345091,-9.97613034985924
14.934897065828952,-12.356227732110305
10.718233708746778,-12.005141564736867
11.528424294754593,-11.091723985206038
12.876317091362257,-10.380231772067575
14.995368891410678,-10.287385534185976
11.548237358690404,-10.93116610134286
12.600786429272166,-10.593206503370496
12.119345981297066,-10.560132047682067
13.704991418022093,-10.06216075706693
12.608542775926166,-10.447767259038372
15.639962233209838,-11.249257360093715
12.267079564052263,-10.853533395706496
15.370421009957571,-12.427159974273422
13.684983561235812,-9.87647050227438
12.58785326502444,-10.299969072920032
11.688829070379974,-10.75381025032948
10.71889400471608,-11.545468746235585
15.368399563771163,-12.18441453813616
14.953643959693299,-10.119009693750439
14.68708816062325,-10.101211166717214
11.68126395520836,-10.529749065400523
11.047771300087096,-11.422204547299884
14.492446799954907,-9.80397259555976
11.611011825422855,-10.662320985686332
15.732970847247563,-12.821424322491971
14.520218669153246,-9.96327007615761
15.576247898006075,-12.435263139124359
14.645148979654474,-9.964181676434151
10.799637463309823,-12.668082874287151
10.701186355667723,-12.531910849838944
11.863469812840238,-10.416828243857097
11.497538579171277,-10.718816837429827
15.835700548017748,-12.871279393724894
14.122215259533235,-9.994458741325808
14.441179019932422,-12.706686840302986
13.080697299628095,-10.437305605119725
10.798810281728425,-12.844627795047131
11.221870747833783,-12.437296301074838
15.52890222400222,-12.21297439467093
11.5377254038013,-10.580630952464603
15.644930716797498,-11.103836812753578
15.60756190482332,-12.014877042638126
11.355803278445673,-11.260049485643577
15.754629128306417,-11.031809107009849
11.444653841858646,-10.957097367854033
15.30200699672238,-10.29027683740965
11.331906823000699,-10.966273295770932
15.681216152229338,-12.556210739683031
15.376141364803889,-11.425394215669833
15.671655078285562,-10.928731585386274
12.716014638441003,-10.289403147929214
15.645851972690677,-12.243480830323755
15.540190523371969,-12.112939575434332
13.08568544349851,-10.305583839022944
10.814357129310398,-11.827888415301068
12.192128941449216,-10.647449507445703
11.43005800457858,-10.619021808017187
15.506323921239254,-12.00897207502253
10.987869133129278,-11.321834748247195
11.225758566985167,-11.222321268912644
15.673047175058636,-11.930591818688661
10.86991052909696,-11.467013212088773
11.593317551752136,-10.474032641645358
15.478779334419126,-11.174123311147902
11.020220340984128,-11.89998053400814
11.429171096706918,-11.106439120237805
13.569804626338723,-9.874430964900618
15.500565685343409,-11.421675023412053
15.650607167402585,-10.668232565934439
12.968715214875276,-10.422056527418526
11.01500298554386,-12.760015386693915
11.347916619444948,-10.728756516083372
12.034158681126202,-10.471849108813803
11.455625096148202,-10.484961353758617
15.175881497687788,-12.807312624676321
11.383733332338183,-10.851671012751787
